% 12/01/2013 18:27:08
335/14:27:46;61.4;11995.6;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6600;0.71;0.004;38.9;30.4;IN USE;6601;0.52;0.002;28.5;26.9;IN USE;6601;0.78;0.005;38.3;38.2
335/14:27:48;61.4;11994.6;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.71;0.004;38.9;30.4;IN USE;6601;0.52;0.002;28.5;26.9;IN USE;6600;0.78;0.005;38.4;38.2
335/14:27:50;61.4;11994.6;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.71;0.004;38.9;30.4;IN USE;6601;0.52;0.002;28.5;26.9;IN USE;6600;0.78;0.005;38.4;38.2
335/14:27:53;61.4;11995.4;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.71;0.004;38.9;30.4;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6600;0.78;0.005;38.4;38.2
335/14:27:55;61.4;11995.2;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.71;0.004;38.9;30.4;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6600;0.79;0.004;38.4;38.2
335/14:27:57;61.4;11995.8;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.71;0.004;38.9;30.4;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6600;0.79;0.004;38.4;38.2
335/14:27:59;61.4;11995.7;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.71;0.004;38.9;30.4;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6600;0.79;0.004;38.4;38.2
335/14:28:02;61.4;11996.9;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.71;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6601;0.79;0.004;38.4;38.2
335/14:28:04;61.4;11996.0;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;35.1;29.3;IN USE;6601;0.70;0.004;38.9;30.5;IN USE;6601;0.52;0.003;28.5;26.9;IN USE;6601;0.79;0.004;38.4;38.2
335/14:28:06;61.4;11996.2;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;35.1;29.3;IN USE;6601;0.70;0.004;38.9;30.5;IN USE;6601;0.52;0.003;28.5;26.9;IN USE;6601;0.78;0.019;38.4;38.2
335/14:28:08;61.4;11996.2;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;35.1;29.3;IN USE;6601;0.70;0.004;38.9;30.5;IN USE;6601;0.52;0.003;28.5;26.9;IN USE;6601;0.78;0.019;38.4;38.2
335/14:28:10;61.4;11993.4;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;35.1;29.3;IN USE;6601;0.70;0.004;38.9;30.5;IN USE;6601;0.52;0.003;28.5;26.9;IN USE;6601;0.78;0.019;38.4;38.2
335/14:28:12;61.4;11993.4;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.013;35.1;29.3;IN USE;6601;0.70;0.004;38.9;30.5;IN USE;6601;0.52;0.003;28.5;26.9;IN USE;6601;0.78;0.019;38.4;38.2
335/14:28:14;61.4;11993.1;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.013;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.5;IN USE;6601;0.52;0.002;28.5;26.9;IN USE;6601;0.78;0.019;38.4;38.2
335/14:28:17;61.4;11990.6;19521.9;FALSE;ENABLED;IN USE;6600;0.43;0.013;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.5;IN USE;6601;0.52;0.002;28.5;26.9;IN USE;6601;0.78;0.009;38.4;38.2
335/14:28:19;61.4;11990.3;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.013;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.5;IN USE;6601;0.52;0.002;28.5;26.9;IN USE;6601;0.78;0.009;38.4;38.2
335/14:28:21;61.4;11990.3;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.013;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.5;IN USE;6601;0.52;0.002;28.5;26.9;IN USE;6601;0.78;0.009;38.4;38.2
335/14:28:23;61.4;11990.1;19522.6;FALSE;ENABLED;IN USE;6601;0.44;0.012;35.1;29.3;IN USE;6601;0.70;0.004;38.9;30.4;IN USE;6600;0.52;0.001;28.5;26.9;IN USE;6601;0.78;0.009;38.4;38.2
335/14:28:25;61.4;11990.0;19522.6;FALSE;ENABLED;IN USE;6601;0.44;0.012;35.1;29.3;IN USE;6601;0.70;0.004;38.9;30.4;IN USE;6600;0.52;0.001;28.5;26.9;IN USE;6601;0.79;0.008;38.4;38.2
335/14:28:28;61.4;11989.7;19522.6;FALSE;ENABLED;IN USE;6601;0.44;0.012;35.1;29.3;IN USE;6601;0.70;0.004;38.9;30.4;IN USE;6600;0.52;0.001;28.5;26.9;IN USE;6601;0.79;0.008;38.4;38.2
335/14:28:30;61.4;11989.6;19522.6;FALSE;ENABLED;IN USE;6601;0.44;0.012;35.1;29.3;IN USE;6601;0.70;0.004;38.9;30.4;IN USE;6600;0.52;0.001;28.5;26.9;IN USE;6601;0.79;0.008;38.4;38.2
335/14:28:32;61.4;11990.8;19523.4;FALSE;ENABLED;IN USE;6601;0.44;0.012;35.1;29.3;IN USE;6601;0.70;0.004;38.9;30.4;IN USE;6600;0.52;0.001;28.5;26.9;IN USE;6601;0.79;0.008;38.4;38.2
335/14:28:34;61.4;11990.7;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.70;0.004;38.9;30.4;IN USE;6600;0.52;0.001;28.5;26.9;IN USE;6601;0.79;0.008;38.4;38.2
335/14:28:37;61.4;11990.8;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.70;0.004;38.9;30.4;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6601;0.79;0.009;38.3;38.1
335/14:28:39;61.4;11990.1;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.70;0.004;38.9;30.4;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6601;0.79;0.009;38.3;38.1
335/14:28:41;61.4;11990.2;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.70;0.004;38.9;30.4;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6601;0.79;0.009;38.3;38.1
335/14:28:43;61.4;11990.4;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.005;38.9;30.4;IN USE;6601;0.52;0.002;28.5;26.9;IN USE;6601;0.79;0.009;38.3;38.1
335/14:28:45;61.4;11990.6;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.005;38.9;30.4;IN USE;6601;0.52;0.002;28.5;26.9;IN USE;6601;0.79;0.005;38.3;38.1
335/14:28:47;61.4;11990.9;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6600;0.69;0.005;38.9;30.4;IN USE;6601;0.52;0.002;28.5;26.9;IN USE;6601;0.79;0.005;38.4;38.1
335/14:28:50;61.4;11991.7;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6600;0.69;0.005;38.9;30.4;IN USE;6601;0.52;0.002;28.5;26.9;IN USE;6601;0.79;0.005;38.4;38.1
335/14:28:52;61.4;11992.5;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6600;0.69;0.005;38.9;30.4;IN USE;6601;0.52;0.002;28.5;26.9;IN USE;6601;0.79;0.005;38.4;38.1
335/14:28:54;61.4;11992.8;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6600;0.70;0.004;38.9;30.4;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6601;0.79;0.005;38.4;38.1
335/14:28:56;61.4;11992.8;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6600;0.70;0.004;38.9;30.4;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6601;0.79;0.009;38.4;38.1
335/14:28:57;61.4;11993.6;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6600;0.70;0.004;38.9;30.4;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6601;0.79;0.009;38.4;38.1
335/14:28:58;61.4;11993.6;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.70;0.004;38.8;30.4;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6601;0.79;0.009;38.4;38.1
335/14:28:59;61.4;11993.6;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.70;0.004;38.8;30.4;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6601;0.79;0.009;38.4;38.1
335/14:29:00;61.4;11993.9;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.70;0.004;38.8;30.4;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6601;0.79;0.009;38.4;38.1
335/14:29:02;61.4;11994.3;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.70;0.004;38.8;30.4;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6601;0.79;0.009;38.4;38.1
335/14:29:03;61.4;11994.5;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.70;0.008;38.8;30.4;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6601;0.79;0.009;38.4;38.1
335/14:29:04;61.4;11994.9;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.70;0.008;38.8;30.4;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6601;0.79;0.009;38.4;38.1
335/14:29:05;61.4;11995.8;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.70;0.008;38.8;30.4;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6601;0.80;0.008;38.4;38.1
335/14:29:06;61.4;11995.8;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.70;0.008;38.8;30.4;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6601;0.80;0.008;38.4;38.1
335/14:29:07;61.4;11996.6;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.70;0.008;38.8;30.4;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6601;0.80;0.008;38.4;38.1
335/14:29:08;61.5;11997.3;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.70;0.008;38.8;30.4;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6601;0.80;0.008;38.4;38.1
335/14:29:09;61.5;11996.9;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.70;0.008;38.8;30.4;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6601;0.80;0.008;38.4;38.1
335/14:29:10;61.5;11998.4;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.70;0.008;38.9;30.5;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6600;0.80;0.008;38.4;38.1
335/14:29:11;61.5;11999.2;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.70;0.008;38.9;30.5;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6600;0.80;0.008;38.4;38.1
335/14:29:12;61.5;11999.2;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.70;0.008;38.9;30.5;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6600;0.80;0.008;38.4;38.1
335/14:29:13;61.5;12000.0;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.5;IN USE;6601;0.52;0.003;28.5;26.9;IN USE;6600;0.80;0.008;38.4;38.1
335/14:29:14;61.5;12000.4;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.5;IN USE;6601;0.52;0.003;28.5;26.9;IN USE;6600;0.80;0.008;38.4;38.1
335/14:29:15;61.5;12001.5;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.5;IN USE;6601;0.52;0.003;28.5;26.9;IN USE;6600;0.81;0.010;38.4;38.1
335/14:29:16;61.5;12002.0;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.5;IN USE;6601;0.52;0.003;28.5;26.9;IN USE;6600;0.81;0.010;38.4;38.1
335/14:29:17;61.5;12002.2;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.5;IN USE;6601;0.52;0.003;28.5;26.9;IN USE;6600;0.81;0.010;38.4;38.1
335/14:29:18;61.5;12002.2;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.5;IN USE;6601;0.52;0.003;28.5;26.9;IN USE;6600;0.81;0.010;38.4;38.1
335/14:29:19;61.5;12002.5;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.5;IN USE;6601;0.52;0.003;28.5;26.9;IN USE;6600;0.81;0.010;38.4;38.1
335/14:29:20;61.5;12002.8;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.5;IN USE;6601;0.52;0.003;28.5;26.9;IN USE;6600;0.81;0.010;38.4;38.1
335/14:29:21;61.5;12002.4;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.5;IN USE;6601;0.52;0.003;28.5;26.9;IN USE;6600;0.81;0.010;38.4;38.1
335/14:29:22;61.5;12002.7;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.5;IN USE;6601;0.52;0.003;28.5;26.9;IN USE;6601;0.81;0.010;38.4;38.1
335/14:29:23;61.5;12002.3;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6601;0.81;0.010;38.4;38.1
335/14:29:24;61.5;12002.4;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6601;0.81;0.010;38.4;38.1
335/14:29:25;61.5;12003.0;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6601;0.79;0.007;38.4;38.1
335/14:29:26;61.5;12002.5;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6601;0.79;0.007;38.4;38.1
335/14:29:27;61.5;12002.7;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6601;0.79;0.007;38.4;38.1
335/14:29:28;61.5;12002.1;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6601;0.79;0.007;38.4;38.1
335/14:29:29;61.5;12002.1;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6601;0.79;0.007;38.4;38.1
335/14:29:30;61.5;12003.0;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6601;0.79;0.007;38.4;38.1
335/14:29:31;61.5;12002.7;19521.9;FALSE;ENABLED;IN USE;6600;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6601;0.79;0.007;38.4;38.1
335/14:29:32;61.5;12002.1;19521.9;FALSE;ENABLED;IN USE;6600;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6601;0.79;0.007;38.4;38.1
335/14:29:33;61.5;12002.6;19521.9;FALSE;ENABLED;IN USE;6600;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.4;IN USE;6600;0.52;0.002;28.5;26.9;IN USE;6601;0.79;0.007;38.3;38.2
335/14:29:34;61.5;12002.6;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.4;IN USE;6600;0.52;0.002;28.5;26.9;IN USE;6601;0.79;0.007;38.3;38.2
335/14:29:35;61.5;12002.9;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.4;IN USE;6600;0.52;0.002;28.5;26.9;IN USE;6601;0.80;0.005;38.3;38.2
335/14:29:36;61.5;12003.9;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.4;IN USE;6600;0.52;0.002;28.5;26.9;IN USE;6601;0.80;0.005;38.3;38.2
335/14:29:37;61.5;12003.3;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.4;IN USE;6600;0.52;0.002;28.5;26.9;IN USE;6601;0.80;0.005;38.3;38.2
335/14:29:38;61.5;12004.3;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.4;IN USE;6600;0.52;0.002;28.5;26.9;IN USE;6601;0.80;0.005;38.3;38.2
335/14:29:39;61.5;12004.3;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.4;IN USE;6600;0.52;0.002;28.5;26.9;IN USE;6601;0.80;0.005;38.3;38.2
335/14:29:40;61.5;12004.6;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.4;IN USE;6600;0.52;0.002;28.5;26.9;IN USE;6601;0.80;0.005;38.3;38.2
335/14:29:41;61.5;12005.5;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.4;IN USE;6600;0.52;0.002;28.5;26.9;IN USE;6601;0.80;0.005;38.3;38.2
335/14:29:42;61.5;12005.5;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.012;35.1;29.3;IN USE;6601;0.69;0.004;38.9;30.4;IN USE;6600;0.52;0.002;28.5;26.9;IN USE;6601;0.80;0.005;38.3;38.2
335/14:29:43;61.5;12006.7;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.012;35.1;29.3;IN USE;6601;0.70;0.006;38.9;30.4;IN USE;6600;0.52;0.001;28.5;26.9;IN USE;6601;0.80;0.005;38.3;38.2
335/14:29:44;61.5;12007.5;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.012;35.1;29.3;IN USE;6601;0.70;0.006;38.9;30.4;IN USE;6600;0.52;0.001;28.5;26.9;IN USE;6601;0.80;0.005;38.3;38.2
335/14:29:45;61.5;12008.3;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.70;0.006;38.9;30.5;IN USE;6600;0.52;0.001;28.5;26.9;IN USE;6601;0.81;0.010;38.4;38.1
335/14:29:46;61.5;12009.4;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.012;35.1;29.3;IN USE;6601;0.70;0.006;38.9;30.5;IN USE;6600;0.52;0.001;28.5;26.9;IN USE;6601;0.81;0.010;38.4;38.1
