% 12/01/2013 22:17:26
335/18:17:16;68.5;13365.3;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.9;29.0;IN USE;6600;0.70;0.003;38.2;30.2;IN USE;6601;0.52;0.004;28.1;26.8;IN USE;6601;0.87;0.005;38.0;38.1
335/18:17:21;68.5;13368.6;19521.9;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.9;29.0;IN USE;6600;0.70;0.003;38.2;30.2;IN USE;6601;0.52;0.004;28.1;26.8;IN USE;6601;0.87;0.005;38.0;38.1
335/18:17:25;68.5;13373.5;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.9;29.1;IN USE;6600;0.70;0.005;38.2;30.2;IN USE;6601;0.52;0.004;28.1;26.7;IN USE;6600;0.87;0.005;38.0;38.1
335/18:17:27;68.5;13375.1;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.9;29.1;IN USE;6600;0.70;0.005;38.2;30.2;IN USE;6601;0.52;0.004;28.1;26.7;IN USE;6600;0.87;0.005;38.0;38.1
335/18:17:28;68.5;13375.5;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.9;29.1;IN USE;6600;0.70;0.005;38.2;30.2;IN USE;6601;0.52;0.004;28.1;26.7;IN USE;6600;0.87;0.005;38.0;38.1
335/18:17:30;68.5;13377.7;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.9;29.1;IN USE;6600;0.70;0.005;38.2;30.2;IN USE;6601;0.52;0.004;28.1;26.7;IN USE;6600;0.87;0.005;38.0;38.1
335/18:17:31;68.5;13378.6;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.9;29.1;IN USE;6600;0.70;0.005;38.2;30.2;IN USE;6601;0.52;0.004;28.1;26.7;IN USE;6600;0.87;0.005;38.0;38.1
335/18:17:32;68.5;13379.6;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.9;29.1;IN USE;6600;0.70;0.005;38.2;30.2;IN USE;6601;0.52;0.004;28.1;26.7;IN USE;6600;0.87;0.005;38.0;38.1
335/18:17:33;68.5;13379.9;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.9;29.0;IN USE;6601;0.71;0.004;38.2;30.2;IN USE;6601;0.52;0.003;28.1;26.8;IN USE;6600;0.87;0.005;38.0;38.1
335/18:17:34;68.5;13380.0;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.9;29.0;IN USE;6601;0.71;0.004;38.2;30.2;IN USE;6601;0.52;0.003;28.1;26.8;IN USE;6601;0.87;0.011;38.0;38.2
