Current Time;Momentum Percentage;Active Momentum;Momentum Capacity;Loss Of Attitude Control;Desaturation Request;Online CMG1;Wheel Speed CMG1;Spin Motor Current CMG1;Vibration CMG1;Spin Bearing Temperature CMG1;Hall Resolver Temperature CMG1;Online CMG2;Wheel Speed CMG2;Spin Motor Current CMG2;Vibration CMG2;Spin Bearing Temperature CMG2;Hall Resolver Temperature CMG2;Online CMG3;Wheel Speed CMG3;Spin Motor Current CMG3;Vibration CMG3;Spin Bearing Temperature CMG3;Hall Resolver Temperature CMG3;Online CMG4;Wheel Speed CMG4;Spin Motor Current CMG4;Vibration CMG4;Spin Bearing Temperature CMG4;Hall Resolver Temperature CMG4
335/13:17:25;64.1;12518.7;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.1;29.3;IN USE;6601;0.63;0.004;38.6;30.4;IN USE;6600;0.52;0.004;28.4;27.0;IN USE;6601;0.87;0.005;38.3;38.2
335/13:17:26;64.1;12519.4;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.1;29.3;IN USE;6601;0.63;0.004;38.6;30.4;IN USE;6600;0.52;0.004;28.4;27.0;IN USE;6601;0.87;0.005;38.3;38.2
335/13:17:27;64.1;12520.1;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.1;29.3;IN USE;6601;0.63;0.004;38.6;30.4;IN USE;6600;0.52;0.004;28.4;27.0;IN USE;6601;0.87;0.005;38.3;38.2
335/13:17:28;64.1;12521.9;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.1;29.3;IN USE;6601;0.63;0.004;38.6;30.4;IN USE;6600;0.52;0.004;28.4;27.0;IN USE;6601;0.87;0.005;38.3;38.2
335/13:17:29;64.1;12523.1;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.1;29.3;IN USE;6601;0.63;0.004;38.6;30.4;IN USE;6600;0.52;0.004;28.4;27.0;IN USE;6601;0.87;0.005;38.3;38.2
335/13:17:30;64.1;12523.1;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.1;29.3;IN USE;6601;0.63;0.004;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.87;0.005;38.3;38.2
335/13:17:32;64.2;12526.9;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.1;29.3;IN USE;6601;0.63;0.004;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.87;0.005;38.3;38.2
335/13:17:33;64.2;12528.0;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.64;0.004;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.87;0.005;38.3;38.2
335/13:17:34;64.2;12528.0;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.64;0.004;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.87;0.005;38.3;38.2
335/13:17:35;64.2;12529.4;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.64;0.004;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.86;0.008;38.3;38.2
335/13:17:36;64.2;12531.1;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.64;0.004;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.86;0.008;38.3;38.2
335/13:17:37;64.2;12531.3;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.64;0.004;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.86;0.008;38.3;38.2
335/13:17:38;64.2;12532.4;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.64;0.004;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.86;0.008;38.3;38.2
335/13:17:39;64.2;12533.9;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.64;0.004;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.86;0.008;38.3;38.2
335/13:17:41;64.2;12534.2;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.64;0.004;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.86;0.008;38.3;38.2
335/13:17:42;64.2;12535.6;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6600;0.64;0.004;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.86;0.008;38.3;38.2
335/13:17:43;64.2;12535.6;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6600;0.64;0.004;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.86;0.008;38.3;38.2
335/13:17:44;64.2;12537.0;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.1;29.3;IN USE;6600;0.63;0.004;38.6;30.5;IN USE;6601;0.52;0.003;28.4;27.0;IN USE;6601;0.86;0.008;38.3;38.2
335/13:17:45;64.2;12539.1;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.1;29.3;IN USE;6600;0.63;0.004;38.6;30.5;IN USE;6601;0.52;0.003;28.4;27.0;IN USE;6601;0.87;0.006;38.3;38.2
335/13:17:46;64.2;12540.3;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.1;29.3;IN USE;6600;0.63;0.004;38.6;30.5;IN USE;6601;0.52;0.003;28.4;27.0;IN USE;6601;0.87;0.006;38.3;38.2
335/13:17:47;64.2;12540.9;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.1;29.3;IN USE;6600;0.63;0.004;38.6;30.5;IN USE;6601;0.52;0.003;28.4;27.0;IN USE;6601;0.87;0.006;38.3;38.2
335/13:17:48;64.2;12541.8;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.1;29.3;IN USE;6600;0.63;0.004;38.6;30.5;IN USE;6601;0.52;0.003;28.4;27.0;IN USE;6601;0.87;0.006;38.3;38.2
335/13:17:49;64.2;12543.1;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.1;29.3;IN USE;6600;0.63;0.004;38.6;30.5;IN USE;6601;0.52;0.003;28.4;27.0;IN USE;6601;0.87;0.006;38.3;38.2
335/13:17:50;64.3;12544.0;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.1;29.3;IN USE;6600;0.63;0.004;38.6;30.5;IN USE;6601;0.52;0.003;28.4;27.0;IN USE;6601;0.87;0.006;38.3;38.2
335/13:17:51;64.3;12545.3;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.1;29.3;IN USE;6600;0.63;0.004;38.6;30.5;IN USE;6601;0.52;0.003;28.4;27.0;IN USE;6601;0.87;0.006;38.3;38.2
335/13:17:52;64.3;12545.8;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.1;29.3;IN USE;6600;0.63;0.004;38.6;30.5;IN USE;6601;0.52;0.003;28.4;27.0;IN USE;6601;0.87;0.006;38.3;38.2
335/13:17:53;64.3;12546.6;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6600;0.64;0.007;38.6;30.5;IN USE;6601;0.52;0.003;28.4;27.0;IN USE;6601;0.87;0.006;38.3;38.2
335/13:17:54;64.3;12548.1;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.64;0.007;38.6;30.5;IN USE;6601;0.52;0.003;28.4;27.0;IN USE;6601;0.87;0.006;38.3;38.2
335/13:17:55;64.3;12549.0;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.64;0.007;38.6;30.5;IN USE;6601;0.52;0.003;28.4;27.0;IN USE;6601;0.86;0.009;38.3;38.2
335/13:17:56;64.3;12549.1;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.64;0.007;38.6;30.5;IN USE;6601;0.52;0.003;28.4;27.0;IN USE;6601;0.86;0.009;38.3;38.2
335/13:17:57;64.3;12550.3;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.64;0.007;38.6;30.5;IN USE;6601;0.52;0.003;28.4;27.0;IN USE;6601;0.86;0.009;38.3;38.2
335/13:17:58;64.3;12551.6;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.64;0.007;38.6;30.5;IN USE;6601;0.52;0.003;28.4;27.0;IN USE;6601;0.86;0.009;38.3;38.2
335/13:17:59;64.3;12553.2;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.64;0.007;38.6;30.5;IN USE;6601;0.52;0.003;28.4;27.0;IN USE;6601;0.86;0.009;38.3;38.2
335/13:18:00;64.3;12553.4;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.64;0.007;38.6;30.5;IN USE;6601;0.52;0.003;28.4;27.0;IN USE;6601;0.86;0.009;38.3;38.2
335/13:18:01;64.3;12553.6;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.64;0.007;38.6;30.5;IN USE;6601;0.52;0.003;28.4;27.0;IN USE;6601;0.86;0.009;38.3;38.2
335/13:18:02;64.3;12553.9;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.64;0.007;38.6;30.5;IN USE;6601;0.52;0.003;28.4;27.0;IN USE;6601;0.86;0.009;38.3;38.2
335/13:18:03;64.3;12554.8;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.65;0.005;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.86;0.009;38.3;38.2
335/13:18:04;64.3;12555.4;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.65;0.005;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.86;0.009;38.3;38.2
335/13:18:05;64.3;12555.9;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.65;0.005;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.89;0.008;38.3;38.2
335/13:18:06;64.3;12557.0;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.65;0.005;38.6;30.5;IN USE;6601;0.52;0.004;28.4;26.9;IN USE;6600;0.89;0.008;38.3;38.2
335/13:18:07;64.3;12556.6;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.65;0.005;38.6;30.5;IN USE;6601;0.52;0.004;28.4;26.9;IN USE;6600;0.89;0.008;38.3;38.2
335/13:18:08;64.3;12557.6;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.65;0.005;38.6;30.5;IN USE;6601;0.52;0.004;28.4;26.9;IN USE;6600;0.89;0.008;38.3;38.2
335/13:18:09;64.3;12558.3;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.65;0.005;38.6;30.5;IN USE;6601;0.52;0.004;28.4;26.9;IN USE;6600;0.89;0.008;38.3;38.2
335/13:18:11;64.3;12559.0;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.65;0.005;38.6;30.5;IN USE;6601;0.52;0.004;28.4;26.9;IN USE;6600;0.89;0.008;38.3;38.2
335/13:18:12;64.3;12559.4;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.65;0.005;38.6;30.5;IN USE;6601;0.52;0.004;28.4;26.9;IN USE;6600;0.89;0.008;38.3;38.2
335/13:18:13;64.3;12559.8;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.65;0.005;38.6;30.5;IN USE;6601;0.52;0.004;28.4;26.9;IN USE;6600;0.89;0.008;38.3;38.2
335/13:18:14;64.3;12559.8;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.1;29.3;IN USE;6601;0.66;0.005;38.6;30.5;IN USE;6601;0.52;0.004;28.4;26.9;IN USE;6600;0.89;0.008;38.3;38.2
335/13:18:15;64.3;12560.2;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.1;29.3;IN USE;6601;0.66;0.005;38.6;30.5;IN USE;6601;0.52;0.004;28.4;26.9;IN USE;6600;0.89;0.013;38.3;38.2
335/13:18:16;64.3;12561.6;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.1;29.3;IN USE;6601;0.66;0.005;38.6;30.5;IN USE;6601;0.52;0.004;28.4;26.9;IN USE;6600;0.89;0.013;38.3;38.2
335/13:18:17;64.3;12561.4;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.1;29.3;IN USE;6601;0.66;0.005;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.89;0.013;38.3;38.2
335/13:18:18;64.3;12561.2;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.1;29.3;IN USE;6601;0.66;0.005;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.89;0.013;38.3;38.2
335/13:18:19;64.3;12561.0;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.1;29.3;IN USE;6601;0.66;0.005;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.89;0.013;38.3;38.2
335/13:18:20;64.3;12561.5;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.1;29.3;IN USE;6601;0.66;0.005;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.89;0.013;38.3;38.2
335/13:18:21;64.3;12561.6;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.1;29.3;IN USE;6601;0.66;0.005;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.89;0.013;38.3;38.2
335/13:18:22;64.3;12562.5;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.1;29.3;IN USE;6601;0.66;0.005;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.89;0.013;38.3;38.2
335/13:18:23;64.3;12561.9;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.68;0.006;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.89;0.013;38.3;38.2
335/13:18:24;64.3;12562.0;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.68;0.006;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.89;0.013;38.3;38.2
335/13:18:25;64.3;12561.2;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.68;0.006;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.87;0.005;38.3;38.2
335/13:18:26;64.3;12562.5;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.68;0.006;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.87;0.005;38.3;38.2
335/13:18:27;64.3;12561.4;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.68;0.006;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.87;0.005;38.3;38.2
335/13:18:28;64.3;12561.7;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.68;0.006;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.87;0.005;38.3;38.2
335/13:18:29;64.3;12561.9;19522.6;FALSE;ENABLED;IN USE;6600;0.42;0.011;35.1;29.3;IN USE;6601;0.68;0.006;38.6;30.5;IN USE;6601;0.52;0.004;28.3;27.0;IN USE;6601;0.87;0.005;38.3;38.2
335/13:18:30;64.3;12561.9;19522.6;FALSE;ENABLED;IN USE;6600;0.42;0.011;35.1;29.3;IN USE;6601;0.68;0.006;38.6;30.5;IN USE;6601;0.52;0.004;28.3;27.0;IN USE;6601;0.87;0.005;38.3;38.2
335/13:18:31;64.3;12562.5;19522.6;FALSE;ENABLED;IN USE;6600;0.42;0.011;35.1;29.3;IN USE;6601;0.68;0.006;38.6;30.5;IN USE;6601;0.52;0.004;28.3;27.0;IN USE;6601;0.87;0.005;38.3;38.2
335/13:18:32;64.3;12561.9;19521.9;FALSE;ENABLED;IN USE;6600;0.42;0.011;35.1;29.3;IN USE;6601;0.66;0.008;38.6;30.5;IN USE;6601;0.52;0.003;28.3;27.0;IN USE;6601;0.87;0.005;38.3;38.2
335/13:18:34;64.3;12561.8;19521.9;FALSE;ENABLED;IN USE;6600;0.42;0.011;35.1;29.3;IN USE;6601;0.66;0.008;38.6;30.5;IN USE;6601;0.52;0.003;28.3;27.0;IN USE;6601;0.87;0.005;38.3;38.2
335/13:18:35;64.3;12562.6;19522.6;FALSE;ENABLED;IN USE;6600;0.42;0.011;35.1;29.3;IN USE;6601;0.66;0.008;38.6;30.5;IN USE;6601;0.52;0.003;28.3;27.0;IN USE;6601;0.84;0.005;38.3;38.2
335/13:18:36;64.4;12563.3;19522.6;FALSE;ENABLED;IN USE;6600;0.42;0.011;35.1;29.3;IN USE;6601;0.66;0.008;38.6;30.5;IN USE;6601;0.52;0.003;28.3;27.0;IN USE;6601;0.84;0.005;38.3;38.2
335/13:18:37;64.4;12563.3;19522.6;FALSE;ENABLED;IN USE;6600;0.42;0.011;35.1;29.3;IN USE;6601;0.66;0.008;38.6;30.5;IN USE;6601;0.52;0.003;28.3;27.0;IN USE;6601;0.84;0.005;38.3;38.2
335/13:18:38;64.4;12563.3;19522.6;FALSE;ENABLED;IN USE;6600;0.42;0.011;35.1;29.3;IN USE;6601;0.66;0.008;38.6;30.5;IN USE;6601;0.52;0.003;28.3;27.0;IN USE;6601;0.84;0.005;38.3;38.2
335/13:18:39;64.4;12563.7;19522.6;FALSE;ENABLED;IN USE;6600;0.42;0.011;35.1;29.3;IN USE;6601;0.66;0.008;38.6;30.5;IN USE;6601;0.52;0.003;28.3;27.0;IN USE;6601;0.84;0.005;38.3;38.2
335/13:18:40;64.4;12563.3;19522.6;FALSE;ENABLED;IN USE;6600;0.42;0.011;35.1;29.3;IN USE;6601;0.66;0.008;38.6;30.5;IN USE;6601;0.52;0.003;28.3;27.0;IN USE;6601;0.84;0.005;38.3;38.2
335/13:18:41;64.4;12564.0;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.66;0.008;38.5;30.5;IN USE;6600;0.52;0.003;28.3;26.9;IN USE;6601;0.84;0.005;38.3;38.2
335/13:18:42;64.4;12564.7;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.1;29.3;IN USE;6601;0.66;0.008;38.5;30.5;IN USE;6600;0.52;0.003;28.3;26.9;IN USE;6601;0.84;0.005;38.3;38.2
335/13:18:43;64.4;12565.1;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.010;35.1;29.3;IN USE;6601;0.65;0.003;38.5;30.5;IN USE;6600;0.52;0.004;28.3;26.9;IN USE;6601;0.84;0.005;38.3;38.2
335/13:18:44;64.4;12566.5;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.010;35.1;29.3;IN USE;6601;0.65;0.003;38.5;30.5;IN USE;6600;0.52;0.004;28.3;26.9;IN USE;6601;0.86;0.014;38.3;38.2
335/13:18:45;64.4;12566.0;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.010;35.1;29.3;IN USE;6601;0.65;0.003;38.5;30.5;IN USE;6600;0.52;0.004;28.3;26.9;IN USE;6601;0.86;0.014;38.3;38.2
335/13:18:46;64.4;12567.7;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.010;35.1;29.3;IN USE;6601;0.65;0.003;38.5;30.5;IN USE;6600;0.52;0.004;28.3;26.9;IN USE;6601;0.86;0.014;38.3;38.2
335/13:18:47;64.4;12567.9;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.010;35.1;29.3;IN USE;6601;0.65;0.003;38.5;30.5;IN USE;6600;0.52;0.004;28.3;26.9;IN USE;6601;0.86;0.014;38.3;38.2
335/13:18:48;64.4;12567.6;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.010;35.1;29.3;IN USE;6601;0.65;0.003;38.5;30.5;IN USE;6600;0.52;0.004;28.3;26.9;IN USE;6601;0.86;0.014;38.3;38.2
335/13:18:49;64.4;12569.0;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.010;35.1;29.3;IN USE;6601;0.65;0.003;38.5;30.5;IN USE;6600;0.52;0.004;28.3;26.9;IN USE;6601;0.86;0.014;38.3;38.2
335/13:18:50;64.4;12569.7;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.010;35.1;29.3;IN USE;6601;0.65;0.003;38.5;30.5;IN USE;6600;0.52;0.004;28.3;26.9;IN USE;6601;0.86;0.014;38.3;38.2
335/13:18:51;64.4;12569.0;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.010;35.1;29.3;IN USE;6601;0.65;0.003;38.5;30.5;IN USE;6600;0.52;0.004;28.3;26.9;IN USE;6601;0.86;0.014;38.3;38.2
335/13:18:52;64.4;12569.5;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.010;35.1;29.3;IN USE;6601;0.65;0.003;38.5;30.5;IN USE;6600;0.52;0.004;28.3;26.9;IN USE;6601;0.86;0.014;38.3;38.2
335/13:18:53;64.4;12570.6;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.010;35.1;29.3;IN USE;6601;0.65;0.004;38.5;30.5;IN USE;6601;0.52;0.004;28.4;26.9;IN USE;6601;0.86;0.014;38.3;38.2
335/13:18:54;64.4;12570.7;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.010;35.1;29.3;IN USE;6601;0.65;0.004;38.5;30.5;IN USE;6601;0.52;0.004;28.4;26.9;IN USE;6601;0.86;0.014;38.3;38.2
335/13:18:55;64.4;12570.4;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.010;35.1;29.3;IN USE;6601;0.65;0.004;38.5;30.5;IN USE;6601;0.52;0.004;28.4;26.9;IN USE;6601;0.85;0.005;38.3;38.2
335/13:18:56;64.4;12570.8;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.010;35.1;29.3;IN USE;6601;0.65;0.004;38.5;30.5;IN USE;6601;0.52;0.004;28.4;26.9;IN USE;6601;0.85;0.005;38.3;38.2
335/13:18:57;64.4;12571.2;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.010;35.1;29.3;IN USE;6601;0.65;0.004;38.5;30.5;IN USE;6601;0.52;0.004;28.4;26.9;IN USE;6601;0.85;0.005;38.3;38.2
335/13:18:58;64.4;12570.9;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.010;35.1;29.3;IN USE;6601;0.65;0.004;38.5;30.5;IN USE;6601;0.52;0.004;28.4;26.9;IN USE;6601;0.85;0.005;38.3;38.2
335/13:18:59;64.4;12572.2;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.010;35.1;29.3;IN USE;6601;0.65;0.004;38.5;30.5;IN USE;6601;0.52;0.004;28.4;26.9;IN USE;6601;0.85;0.005;38.3;38.2
335/13:19:01;64.4;12572.7;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.010;35.1;29.3;IN USE;6601;0.65;0.004;38.5;30.5;IN USE;6601;0.52;0.004;28.4;26.9;IN USE;6601;0.85;0.005;38.3;38.2
335/13:19:02;64.4;12572.8;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.010;35.1;29.3;IN USE;6601;0.65;0.004;38.5;30.5;IN USE;6601;0.52;0.004;28.4;26.9;IN USE;6601;0.85;0.005;38.3;38.2
335/13:19:03;64.4;12573.5;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.010;35.1;29.3;IN USE;6601;0.65;0.004;38.5;30.5;IN USE;6601;0.52;0.004;28.4;26.9;IN USE;6601;0.85;0.005;38.3;38.2
335/13:19:04;64.4;12573.4;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.010;35.1;29.3;IN USE;6600;0.65;0.004;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.85;0.010;38.3;38.2
335/13:19:06;64.4;12574.1;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.010;35.1;29.3;IN USE;6600;0.65;0.004;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.85;0.010;38.3;38.2
335/13:19:07;64.4;12574.7;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.010;35.1;29.3;IN USE;6600;0.65;0.004;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.85;0.010;38.3;38.2
335/13:19:08;64.4;12575.0;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.010;35.1;29.3;IN USE;6600;0.65;0.004;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.85;0.010;38.3;38.2
335/13:19:09;64.4;12575.4;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.010;35.1;29.3;IN USE;6600;0.65;0.004;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.85;0.010;38.3;38.2
335/13:19:10;64.4;12576.0;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.010;35.1;29.3;IN USE;6600;0.65;0.004;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.85;0.010;38.3;38.2
335/13:19:11;64.4;12577.1;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.010;35.1;29.3;IN USE;6600;0.65;0.004;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.85;0.010;38.3;38.2
335/13:19:12;64.4;12578.9;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.010;35.1;29.3;IN USE;6600;0.65;0.004;38.6;30.5;IN USE;6601;0.52;0.004;28.4;27.0;IN USE;6601;0.85;0.010;38.3;38.2
335/13:19:13;64.4;12578.8;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.010;35.1;29.3;IN USE;6600;0.65;0.003;38.6;30.5;IN USE;6601;0.52;0.003;28.4;27.0;IN USE;6601;0.85;0.010;38.3;38.2
335/13:19:14;64.4;12579.9;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.010;35.1;29.3;IN USE;6600;0.65;0.003;38.6;30.5;IN USE;6601;0.52;0.003;28.4;27.0;IN USE;6601;0.85;0.011;38.3;38.2
335/13:19:15;64.4;12580.2;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.010;35.1;29.3;IN USE;6600;0.65;0.003;38.6;30.5;IN USE;6601;0.52;0.003;28.4;27.0;IN USE;6601;0.85;0.011;38.3;38.2
