Current Time;Momentum Percentage;Active Momentum;Momentum Capacity;Loss Of Attitude Control;Desaturation Request;Online CMG1;Wheel Speed CMG1;Spin Motor Current CMG1;Vibration CMG1;Spin Bearing Temperature CMG1;Hall Resolver Temperature CMG1;Online CMG2;Wheel Speed CMG2;Spin Motor Current CMG2;Vibration CMG2;Spin Bearing Temperature CMG2;Hall Resolver Temperature CMG2;Online CMG3;Wheel Speed CMG3;Spin Motor Current CMG3;Vibration CMG3;Spin Bearing Temperature CMG3;Hall Resolver Temperature CMG3;Online CMG4;Wheel Speed CMG4;Spin Motor Current CMG4;Vibration CMG4;Spin Bearing Temperature CMG4;Hall Resolver Temperature CMG4
335/13:05:29;59.1;11531.6;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.2;29.3;IN USE;6601;0.69;0.004;38.9;30.5;IN USE;6600;0.52;0.001;28.4;27.0;IN USE;6601;0.87;0.009;38.4;38.1
335/13:05:35;59.1;11537.8;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.2;29.3;IN USE;6601;0.69;0.006;38.9;30.5;IN USE;6600;0.52;0.001;28.4;27.0;IN USE;6601;0.88;0.008;38.4;38.1
335/13:05:38;59.1;11541.0;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.3;29.3;IN USE;6601;0.69;0.006;38.9;30.5;IN USE;6601;0.52;0.001;28.4;27.0;IN USE;6601;0.88;0.008;38.3;38.1
335/13:05:40;59.1;11541.9;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.3;29.3;IN USE;6601;0.69;0.006;38.9;30.5;IN USE;6601;0.52;0.001;28.4;27.0;IN USE;6601;0.88;0.008;38.3;38.1
335/13:05:41;59.1;11543.1;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.3;29.3;IN USE;6601;0.69;0.006;38.9;30.5;IN USE;6601;0.52;0.001;28.4;27.0;IN USE;6601;0.88;0.008;38.3;38.1
335/13:05:42;59.1;11544.6;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.3;29.3;IN USE;6601;0.69;0.006;38.9;30.5;IN USE;6601;0.52;0.001;28.4;27.0;IN USE;6601;0.88;0.008;38.3;38.1
335/13:05:43;59.1;11545.1;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.012;35.3;29.3;IN USE;6601;0.69;0.005;38.9;30.5;IN USE;6601;0.52;0.001;28.4;27.0;IN USE;6601;0.88;0.008;38.3;38.1
335/13:05:44;59.1;11546.3;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.012;35.3;29.3;IN USE;6601;0.69;0.005;38.9;30.5;IN USE;6601;0.52;0.001;28.4;27.0;IN USE;6601;0.88;0.008;38.3;38.1
335/13:05:45;59.1;11547.4;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.012;35.3;29.3;IN USE;6601;0.69;0.005;38.9;30.5;IN USE;6601;0.52;0.001;28.4;27.0;IN USE;6601;0.86;0.008;38.3;38.1
335/13:05:46;59.1;11547.5;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.012;35.3;29.3;IN USE;6601;0.69;0.005;38.9;30.5;IN USE;6601;0.52;0.001;28.4;27.0;IN USE;6601;0.86;0.008;38.3;38.1
335/13:05:47;59.2;11549.4;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.012;35.3;29.3;IN USE;6601;0.69;0.005;38.9;30.5;IN USE;6601;0.52;0.001;28.4;27.0;IN USE;6601;0.86;0.008;38.3;38.1
335/13:05:48;59.2;11549.4;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.012;35.3;29.3;IN USE;6601;0.69;0.005;38.9;30.5;IN USE;6601;0.52;0.001;28.4;27.0;IN USE;6601;0.86;0.008;38.3;38.1
335/13:05:49;59.2;11551.0;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.012;35.3;29.3;IN USE;6601;0.69;0.005;38.9;30.5;IN USE;6601;0.52;0.001;28.4;27.0;IN USE;6601;0.86;0.008;38.3;38.1
335/13:05:50;59.2;11551.0;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.012;35.2;29.3;IN USE;6600;0.69;0.005;38.9;30.5;IN USE;6601;0.52;0.001;28.4;26.9;IN USE;6601;0.86;0.008;38.4;38.1
335/13:05:51;59.2;11551.0;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.012;35.2;29.3;IN USE;6600;0.69;0.005;38.9;30.5;IN USE;6601;0.52;0.001;28.4;26.9;IN USE;6601;0.86;0.008;38.4;38.1
335/13:05:52;59.2;11551.8;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.012;35.2;29.3;IN USE;6600;0.69;0.005;38.9;30.5;IN USE;6601;0.52;0.001;28.4;26.9;IN USE;6601;0.86;0.008;38.4;38.1
335/13:05:53;59.2;11553.3;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.012;35.2;29.3;IN USE;6600;0.69;0.003;38.9;30.5;IN USE;6601;0.52;0.001;28.4;26.9;IN USE;6601;0.86;0.008;38.4;38.1
335/13:05:55;59.2;11555.1;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.012;35.2;29.3;IN USE;6600;0.69;0.003;38.9;30.5;IN USE;6601;0.52;0.001;28.4;26.9;IN USE;6601;0.87;0.007;38.4;38.1
335/13:05:56;59.2;11556.0;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.012;35.2;29.3;IN USE;6600;0.69;0.003;38.9;30.5;IN USE;6601;0.52;0.001;28.4;26.9;IN USE;6601;0.87;0.007;38.4;38.1
335/13:05:57;59.2;11556.3;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.012;35.2;29.3;IN USE;6600;0.69;0.003;38.9;30.5;IN USE;6601;0.52;0.001;28.4;26.9;IN USE;6601;0.87;0.007;38.4;38.1
335/13:05:58;59.2;11557.1;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.012;35.2;29.3;IN USE;6600;0.69;0.003;38.9;30.5;IN USE;6601;0.52;0.001;28.4;26.9;IN USE;6601;0.87;0.007;38.4;38.1
335/13:05:59;59.2;11558.3;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.012;35.2;29.3;IN USE;6600;0.69;0.003;38.9;30.5;IN USE;6601;0.52;0.001;28.4;26.9;IN USE;6601;0.87;0.007;38.4;38.1
335/13:06:00;59.2;11559.3;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.012;35.2;29.3;IN USE;6600;0.69;0.003;38.9;30.5;IN USE;6601;0.52;0.001;28.4;26.9;IN USE;6601;0.87;0.007;38.4;38.1
335/13:06:01;59.2;11558.5;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.012;35.2;29.3;IN USE;6601;0.69;0.003;38.9;30.5;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6600;0.87;0.007;38.3;38.1
335/13:06:02;59.2;11558.8;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.012;35.2;29.3;IN USE;6601;0.69;0.003;38.9;30.5;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6600;0.87;0.007;38.3;38.1
335/13:06:03;59.2;11560.4;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.2;29.3;IN USE;6601;0.67;0.005;38.9;30.5;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6600;0.87;0.007;38.3;38.1
335/13:06:04;59.2;11560.0;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.2;29.3;IN USE;6601;0.67;0.005;38.9;30.5;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6600;0.87;0.005;38.3;38.1
335/13:06:05;59.2;11560.8;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.2;29.3;IN USE;6601;0.67;0.005;38.9;30.5;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6600;0.86;0.005;38.3;38.1
335/13:06:06;59.2;11561.6;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.2;29.3;IN USE;6601;0.67;0.005;38.9;30.5;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6600;0.86;0.005;38.3;38.1
335/13:06:07;59.2;11561.6;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.2;29.3;IN USE;6601;0.67;0.005;38.9;30.5;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6600;0.86;0.005;38.3;38.1
335/13:06:08;59.2;11562.8;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.2;29.3;IN USE;6601;0.67;0.005;38.9;30.5;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6600;0.86;0.005;38.3;38.1
335/13:06:09;59.2;11562.8;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.2;29.3;IN USE;6601;0.67;0.005;38.9;30.5;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6600;0.86;0.005;38.3;38.1
335/13:06:10;59.2;11563.2;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.2;29.3;IN USE;6601;0.67;0.005;38.9;30.5;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6600;0.86;0.005;38.3;38.1
335/13:06:11;59.2;11564.7;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.2;29.3;IN USE;6601;0.67;0.005;38.9;30.5;IN USE;6601;0.52;0.001;28.5;26.9;IN USE;6600;0.86;0.005;38.3;38.1
335/13:06:14;59.2;11565.2;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.2;29.3;IN USE;6601;0.68;0.004;38.9;30.5;IN USE;6601;0.52;0.000;28.5;27.0;IN USE;6600;0.86;0.005;38.3;38.1
335/13:06:17;59.2;11567.4;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.2;29.3;IN USE;6601;0.68;0.004;38.9;30.5;IN USE;6601;0.52;0.000;28.5;27.0;IN USE;6600;0.87;0.008;38.3;38.1
335/13:06:19;59.3;11568.6;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.2;29.3;IN USE;6601;0.68;0.004;38.9;30.5;IN USE;6601;0.52;0.000;28.5;27.0;IN USE;6600;0.87;0.008;38.3;38.1
335/13:06:22;59.3;11570.0;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.2;29.3;IN USE;6601;0.68;0.004;38.9;30.5;IN USE;6601;0.52;0.000;28.5;27.0;IN USE;6600;0.87;0.008;38.3;38.1
335/13:06:26;59.3;11572.4;19522.6;FALSE;ENABLED;IN USE;6600;0.42;0.011;35.2;29.3;IN USE;6601;0.68;0.004;38.9;30.5;IN USE;6601;0.52;0.002;28.4;27.0;IN USE;6601;0.88;0.006;38.3;38.1
335/13:06:28;59.3;11575.0;19522.6;FALSE;ENABLED;IN USE;6600;0.42;0.011;35.2;29.3;IN USE;6601;0.68;0.004;38.9;30.5;IN USE;6601;0.52;0.002;28.4;27.0;IN USE;6601;0.88;0.006;38.3;38.1
335/13:06:30;59.3;11578.7;19522.6;FALSE;ENABLED;IN USE;6600;0.42;0.011;35.2;29.3;IN USE;6601;0.68;0.004;38.9;30.5;IN USE;6601;0.52;0.002;28.4;27.0;IN USE;6601;0.88;0.006;38.3;38.1
335/13:06:33;59.3;11582.0;19521.9;FALSE;ENABLED;IN USE;6600;0.42;0.011;35.2;29.3;IN USE;6601;0.68;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.4;27.0;IN USE;6601;0.88;0.006;38.3;38.1
335/13:06:35;59.3;11584.9;19522.6;FALSE;ENABLED;IN USE;6600;0.42;0.011;35.2;29.3;IN USE;6601;0.68;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.4;27.0;IN USE;6601;0.88;0.006;38.3;38.1
335/13:06:38;59.4;11590.7;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.2;29.3;IN USE;6601;0.68;0.004;38.9;30.5;IN USE;6600;0.52;0.001;28.4;27.0;IN USE;6601;0.88;0.006;38.3;38.1
335/13:06:41;59.4;11595.5;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.2;29.3;IN USE;6601;0.68;0.004;38.9;30.5;IN USE;6600;0.52;0.001;28.4;27.0;IN USE;6601;0.88;0.006;38.3;38.1
335/13:06:43;59.4;11598.5;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.2;29.3;IN USE;6601;0.68;0.005;38.9;30.5;IN USE;6600;0.52;0.001;28.4;27.0;IN USE;6601;0.88;0.006;38.3;38.1
335/13:06:46;59.4;11601.8;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.2;29.3;IN USE;6601;0.68;0.005;38.9;30.5;IN USE;6600;0.52;0.001;28.4;27.0;IN USE;6601;0.87;0.008;38.3;38.1
335/13:06:49;59.4;11604.3;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.2;29.3;IN USE;6601;0.68;0.005;38.9;30.5;IN USE;6601;0.52;0.001;28.4;26.9;IN USE;6601;0.87;0.008;38.3;38.2
335/13:06:51;59.4;11604.5;19523.4;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.2;29.3;IN USE;6601;0.68;0.005;38.9;30.5;IN USE;6601;0.52;0.001;28.4;26.9;IN USE;6601;0.87;0.008;38.3;38.2
335/13:06:54;59.4;11603.1;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.2;29.3;IN USE;6601;0.67;0.005;38.9;30.5;IN USE;6601;0.52;0.001;28.4;26.9;IN USE;6601;0.87;0.008;38.3;38.2
335/13:06:57;59.4;11603.3;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.2;29.3;IN USE;6601;0.67;0.005;38.9;30.5;IN USE;6601;0.52;0.001;28.4;26.9;IN USE;6601;0.86;0.005;38.3;38.2
335/13:07:01;59.4;11601.6;19522.6;FALSE;ENABLED;IN USE;6601;0.42;0.011;35.2;29.3;IN USE;6600;0.67;0.005;38.9;30.5;IN USE;6601;0.52;0.001;28.4;26.9;IN USE;6601;0.86;0.005;38.3;38.1
335/13:07:04;59.4;11600.7;19522.6;FALSE;ENABLED;IN USE;6601;0.44;0.011;35.2;29.3;IN USE;6600;0.67;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.4;26.9;IN USE;6601;0.86;0.005;38.3;38.1
335/13:07:05;59.4;11600.8;19522.6;FALSE;ENABLED;IN USE;6601;0.44;0.011;35.2;29.3;IN USE;6600;0.67;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.4;26.9;IN USE;6601;0.86;0.015;38.3;38.1
335/13:07:06;59.4;11599.3;19522.6;FALSE;ENABLED;IN USE;6601;0.44;0.011;35.2;29.3;IN USE;6600;0.67;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.4;26.9;IN USE;6601;0.86;0.015;38.3;38.1
335/13:07:07;59.4;11599.2;19522.6;FALSE;ENABLED;IN USE;6601;0.44;0.011;35.2;29.3;IN USE;6600;0.67;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.4;26.9;IN USE;6601;0.86;0.015;38.3;38.1
335/13:07:08;59.4;11599.5;19522.6;FALSE;ENABLED;IN USE;6601;0.44;0.011;35.2;29.3;IN USE;6600;0.67;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.4;26.9;IN USE;6601;0.86;0.015;38.3;38.1
335/13:07:09;59.4;11599.8;19523.4;FALSE;ENABLED;IN USE;6601;0.44;0.011;35.2;29.3;IN USE;6600;0.67;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.4;26.9;IN USE;6601;0.86;0.015;38.3;38.1
335/13:07:10;59.4;11600.2;19523.4;FALSE;ENABLED;IN USE;6601;0.44;0.011;35.2;29.3;IN USE;6600;0.67;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.4;26.9;IN USE;6601;0.86;0.015;38.3;38.1
335/13:07:11;59.4;11600.3;19523.4;FALSE;ENABLED;IN USE;6601;0.44;0.011;35.2;29.3;IN USE;6600;0.67;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.4;26.9;IN USE;6601;0.86;0.015;38.3;38.1
335/13:07:12;59.4;11600.7;19523.4;FALSE;ENABLED;IN USE;6601;0.44;0.011;35.2;29.3;IN USE;6601;0.67;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.4;27.0;IN USE;6601;0.86;0.015;38.3;38.1
335/13:07:13;59.4;11600.7;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.2;29.3;IN USE;6601;0.67;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.4;27.0;IN USE;6601;0.86;0.015;38.3;38.1
335/13:07:14;59.4;11601.3;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.2;29.3;IN USE;6601;0.67;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.4;27.0;IN USE;6601;0.86;0.015;38.3;38.1
335/13:07:15;59.4;11603.3;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.2;29.3;IN USE;6601;0.67;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.4;27.0;IN USE;6601;0.86;0.006;38.3;38.1
335/13:07:16;59.4;11601.9;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.2;29.3;IN USE;6601;0.67;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.4;27.0;IN USE;6601;0.86;0.006;38.3;38.1
335/13:07:17;59.4;11602.9;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.2;29.3;IN USE;6601;0.67;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.4;27.0;IN USE;6601;0.86;0.006;38.3;38.1
335/13:07:18;59.4;11603.9;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.2;29.3;IN USE;6601;0.67;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.4;27.0;IN USE;6601;0.86;0.006;38.3;38.1
335/13:07:19;59.4;11604.9;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.2;29.3;IN USE;6601;0.67;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.4;27.0;IN USE;6601;0.86;0.006;38.3;38.1
335/13:07:20;59.5;11606.4;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.2;29.3;IN USE;6601;0.67;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.4;27.0;IN USE;6601;0.86;0.006;38.3;38.1
335/13:07:21;59.5;11607.7;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.2;29.3;IN USE;6601;0.67;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.4;27.0;IN USE;6601;0.86;0.006;38.3;38.1
335/13:07:22;59.5;11608.4;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.2;29.3;IN USE;6601;0.67;0.004;38.9;30.5;IN USE;6601;0.52;0.001;28.4;27.0;IN USE;6601;0.86;0.006;38.3;38.1
335/13:07:23;59.5;11610.3;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.2;29.3;IN USE;6601;0.68;0.004;38.9;30.5;IN USE;6601;0.52;0.002;28.4;27.0;IN USE;6601;0.86;0.006;38.3;38.1
335/13:07:24;59.5;11611.1;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.2;29.3;IN USE;6601;0.68;0.004;38.9;30.5;IN USE;6601;0.52;0.002;28.4;27.0;IN USE;6600;0.86;0.006;38.4;38.1
335/13:07:25;59.5;11612.7;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.2;29.3;IN USE;6601;0.68;0.004;38.9;30.5;IN USE;6601;0.52;0.002;28.4;27.0;IN USE;6600;0.87;0.009;38.4;38.1
335/13:07:26;59.5;11614.6;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.2;29.3;IN USE;6601;0.68;0.004;38.9;30.5;IN USE;6601;0.52;0.002;28.4;27.0;IN USE;6600;0.87;0.009;38.4;38.1
335/13:07:27;59.5;11616.2;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.2;29.3;IN USE;6601;0.68;0.004;38.9;30.5;IN USE;6601;0.52;0.002;28.4;27.0;IN USE;6600;0.87;0.009;38.4;38.1
335/13:07:28;59.5;11617.4;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.2;29.3;IN USE;6601;0.68;0.004;38.9;30.5;IN USE;6601;0.52;0.002;28.4;27.0;IN USE;6600;0.87;0.009;38.4;38.1
335/13:07:29;59.5;11618.5;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.2;29.3;IN USE;6601;0.68;0.004;38.9;30.5;IN USE;6601;0.52;0.002;28.4;27.0;IN USE;6600;0.87;0.009;38.4;38.1
335/13:07:30;59.5;11620.5;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.2;29.3;IN USE;6601;0.68;0.004;38.9;30.5;IN USE;6601;0.52;0.002;28.4;27.0;IN USE;6600;0.87;0.009;38.4;38.1
335/13:07:32;59.5;11624.5;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.2;29.3;IN USE;6601;0.68;0.004;38.9;30.5;IN USE;6601;0.52;0.002;28.4;27.0;IN USE;6600;0.87;0.009;38.4;38.1
335/13:07:33;59.5;11625.1;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.2;29.3;IN USE;6601;0.68;0.008;38.9;30.5;IN USE;6601;0.52;0.000;28.4;27.0;IN USE;6600;0.87;0.009;38.4;38.1
335/13:07:34;59.6;11627.7;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.011;35.2;29.3;IN USE;6601;0.68;0.008;38.9;30.5;IN USE;6601;0.52;0.000;28.4;27.0;IN USE;6600;0.87;0.009;38.4;38.1
335/13:07:35;59.6;11628.7;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.011;35.2;29.3;IN USE;6601;0.68;0.008;38.9;30.5;IN USE;6601;0.52;0.000;28.4;27.0;IN USE;6600;0.86;0.007;38.4;38.1
335/13:07:36;59.6;11630.9;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.011;35.2;29.3;IN USE;6601;0.68;0.008;38.9;30.5;IN USE;6601;0.52;0.000;28.5;26.9;IN USE;6601;0.86;0.007;38.3;38.1
335/13:07:37;59.6;11631.9;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.011;35.2;29.3;IN USE;6601;0.68;0.008;38.9;30.5;IN USE;6601;0.52;0.000;28.5;26.9;IN USE;6601;0.86;0.007;38.3;38.1
335/13:07:38;59.6;11634.3;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.011;35.2;29.3;IN USE;6601;0.68;0.008;38.9;30.5;IN USE;6601;0.52;0.000;28.5;26.9;IN USE;6601;0.86;0.007;38.3;38.1
335/13:07:39;59.6;11635.4;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.011;35.2;29.3;IN USE;6601;0.68;0.008;38.9;30.5;IN USE;6601;0.52;0.000;28.5;26.9;IN USE;6601;0.86;0.007;38.3;38.1
335/13:07:40;59.6;11637.0;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.011;35.2;29.3;IN USE;6601;0.68;0.008;38.9;30.5;IN USE;6601;0.52;0.000;28.5;26.9;IN USE;6601;0.86;0.007;38.3;38.1
335/13:07:41;59.6;11638.4;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.011;35.2;29.3;IN USE;6601;0.68;0.008;38.9;30.5;IN USE;6601;0.52;0.000;28.5;26.9;IN USE;6601;0.86;0.007;38.3;38.1
335/13:07:42;59.6;11638.6;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.011;35.2;29.3;IN USE;6601;0.68;0.008;38.9;30.5;IN USE;6601;0.52;0.000;28.5;26.9;IN USE;6601;0.86;0.007;38.3;38.1
335/13:07:43;59.6;11640.6;19522.6;FALSE;ENABLED;IN USE;6600;0.42;0.012;35.2;29.3;IN USE;6601;0.67;0.004;38.9;30.5;IN USE;6601;0.52;0.002;28.5;26.9;IN USE;6601;0.86;0.007;38.3;38.1
335/13:07:44;59.6;11642.1;19522.6;FALSE;ENABLED;IN USE;6600;0.42;0.012;35.2;29.3;IN USE;6601;0.67;0.004;38.9;30.5;IN USE;6601;0.52;0.002;28.5;26.9;IN USE;6601;0.86;0.007;38.3;38.1
335/13:07:45;59.6;11642.1;19522.6;FALSE;ENABLED;IN USE;6600;0.42;0.012;35.2;29.3;IN USE;6601;0.67;0.004;38.9;30.5;IN USE;6601;0.52;0.002;28.5;26.9;IN USE;6601;0.87;0.008;38.3;38.1
335/13:07:46;59.6;11643.0;19521.9;FALSE;ENABLED;IN USE;6600;0.42;0.012;35.2;29.3;IN USE;6601;0.67;0.004;38.8;30.5;IN USE;6601;0.52;0.002;28.5;26.9;IN USE;6601;0.87;0.008;38.3;38.1
335/13:07:48;59.7;11645.2;19521.9;FALSE;ENABLED;IN USE;6600;0.42;0.012;35.2;29.3;IN USE;6601;0.67;0.004;38.8;30.5;IN USE;6600;0.52;0.002;28.4;27.0;IN USE;6601;0.87;0.008;38.3;38.1
335/13:07:49;59.7;11645.2;19521.9;FALSE;ENABLED;IN USE;6600;0.42;0.012;35.2;29.3;IN USE;6601;0.67;0.004;38.8;30.5;IN USE;6600;0.52;0.002;28.4;27.0;IN USE;6601;0.87;0.008;38.3;38.1
335/13:07:50;59.7;11647.0;19522.6;FALSE;ENABLED;IN USE;6600;0.42;0.012;35.2;29.3;IN USE;6601;0.67;0.004;38.8;30.5;IN USE;6600;0.52;0.002;28.4;27.0;IN USE;6601;0.87;0.008;38.3;38.1
335/13:07:51;59.7;11647.8;19522.6;FALSE;ENABLED;IN USE;6600;0.42;0.012;35.2;29.3;IN USE;6601;0.67;0.004;38.8;30.5;IN USE;6600;0.52;0.002;28.4;27.0;IN USE;6601;0.87;0.008;38.3;38.1
335/13:07:52;59.7;11648.1;19522.6;FALSE;ENABLED;IN USE;6600;0.42;0.012;35.2;29.3;IN USE;6601;0.67;0.004;38.8;30.5;IN USE;6600;0.52;0.002;28.4;27.0;IN USE;6601;0.87;0.008;38.3;38.1
335/13:07:53;59.7;11649.5;19522.6;FALSE;ENABLED;IN USE;6600;0.42;0.012;35.2;29.3;IN USE;6601;0.68;0.004;38.8;30.5;IN USE;6600;0.52;0.001;28.4;27.0;IN USE;6601;0.87;0.008;38.3;38.1
335/13:07:54;59.7;11650.8;19522.6;FALSE;ENABLED;IN USE;6600;0.42;0.012;35.2;29.3;IN USE;6601;0.68;0.004;38.8;30.5;IN USE;6600;0.52;0.001;28.4;27.0;IN USE;6601;0.87;0.014;38.3;38.1
335/13:07:55;59.7;11651.8;19522.6;FALSE;ENABLED;IN USE;6600;0.42;0.012;35.2;29.3;IN USE;6601;0.68;0.004;38.8;30.5;IN USE;6600;0.52;0.001;28.4;27.0;IN USE;6601;0.87;0.014;38.3;38.1
335/13:07:56;59.7;11652.4;19522.6;FALSE;ENABLED;IN USE;6600;0.42;0.012;35.2;29.3;IN USE;6601;0.68;0.004;38.8;30.5;IN USE;6600;0.52;0.001;28.4;27.0;IN USE;6601;0.87;0.014;38.3;38.1
335/13:07:57;59.7;11653.2;19522.6;FALSE;ENABLED;IN USE;6600;0.42;0.012;35.2;29.3;IN USE;6601;0.68;0.004;38.8;30.5;IN USE;6600;0.52;0.001;28.4;27.0;IN USE;6601;0.87;0.014;38.3;38.1
335/13:07:58;59.7;11653.7;19522.6;FALSE;ENABLED;IN USE;6600;0.42;0.012;35.2;29.3;IN USE;6601;0.68;0.004;38.8;30.5;IN USE;6600;0.52;0.001;28.4;27.0;IN USE;6601;0.87;0.014;38.3;38.1
