Current Time;Momentum Percentage;Active Momentum;Momentum Capacity;Loss Of Attitude Control;Desaturation Request;Online CMG1;Wheel Speed CMG1;Spin Motor Current CMG1;Vibration CMG1;Spin Bearing Temperature CMG1;Hall Resolver Temperature CMG1;Online CMG2;Wheel Speed CMG2;Spin Motor Current CMG2;Vibration CMG2;Spin Bearing Temperature CMG2;Hall Resolver Temperature CMG2;Online CMG3;Wheel Speed CMG3;Spin Motor Current CMG3;Vibration CMG3;Spin Bearing Temperature CMG3;Hall Resolver Temperature CMG3;Online CMG4;Wheel Speed CMG4;Spin Motor Current CMG4;Vibration CMG4;Spin Bearing Temperature CMG4;Hall Resolver Temperature CMG4
338/13:42:23;60.2;11759.8;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.0;IN USE;6600;0.68;0.003;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.83;0.009;37.5;37.2
338/13:42:30;60.3;11764.2;19522.6;FALSE;ENABLED;IN USE;6601;0.44;0.013;34.0;28.1;IN USE;6601;0.68;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6600;0.83;0.006;37.5;37.2
338/13:42:35;60.3;11768.4;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.1;IN USE;6601;0.67;0.005;36.5;28.6;IN USE;6601;0.53;0.003;27.4;25.7;IN USE;6600;0.83;0.012;37.5;37.2
338/13:42:36;60.3;11768.1;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.1;IN USE;6601;0.67;0.005;36.5;28.6;IN USE;6601;0.53;0.003;27.4;25.7;IN USE;6600;0.83;0.012;37.5;37.2
338/13:42:37;60.3;11769.6;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.1;IN USE;6601;0.67;0.005;36.5;28.6;IN USE;6601;0.53;0.003;27.4;25.7;IN USE;6600;0.83;0.012;37.5;37.2
338/13:42:39;60.3;11770.7;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.1;IN USE;6601;0.67;0.005;36.5;28.6;IN USE;6601;0.53;0.003;27.4;25.7;IN USE;6600;0.83;0.012;37.5;37.2
338/13:42:40;60.3;11771.3;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.1;IN USE;6601;0.67;0.005;36.5;28.6;IN USE;6601;0.53;0.003;27.4;25.7;IN USE;6600;0.83;0.012;37.5;37.2
338/13:42:42;60.3;11773.1;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.1;IN USE;6601;0.67;0.005;36.5;28.6;IN USE;6601;0.53;0.003;27.4;25.7;IN USE;6600;0.83;0.012;37.5;37.2
338/13:42:43;60.3;11774.5;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.1;IN USE;6601;0.67;0.005;36.5;28.6;IN USE;6601;0.53;0.003;27.4;25.7;IN USE;6600;0.83;0.012;37.5;37.2
338/13:42:44;60.3;11775.2;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.1;IN USE;6601;0.68;0.011;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6600;0.83;0.012;37.5;37.2
338/13:42:45;60.3;11776.0;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.1;IN USE;6601;0.68;0.011;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6600;0.83;0.006;37.5;37.2
338/13:42:47;60.3;11776.8;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.1;IN USE;6601;0.68;0.011;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6600;0.83;0.006;37.5;37.2
338/13:42:48;60.3;11778.3;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.1;IN USE;6601;0.68;0.011;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6600;0.83;0.006;37.5;37.2
338/13:42:50;60.3;11779.7;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.1;IN USE;6601;0.68;0.011;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6600;0.83;0.006;37.5;37.2
338/13:42:51;60.3;11780.4;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.013;34.0;28.1;IN USE;6601;0.68;0.011;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.83;0.006;37.5;37.2
338/13:42:52;60.3;11780.5;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.013;34.0;28.1;IN USE;6601;0.68;0.011;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.83;0.006;37.5;37.2
338/13:42:53;60.3;11781.9;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.013;34.0;28.1;IN USE;6601;0.68;0.011;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.83;0.006;37.5;37.2
338/13:42:56;60.4;11784.2;19521.9;FALSE;ENABLED;IN USE;6600;0.43;0.013;34.0;28.1;IN USE;6601;0.67;0.005;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.82;0.005;37.5;37.2
338/13:42:57;60.4;11785.4;19521.9;FALSE;ENABLED;IN USE;6600;0.43;0.013;34.0;28.1;IN USE;6601;0.67;0.005;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.82;0.005;37.5;37.2
338/13:42:58;60.4;11786.8;19521.9;FALSE;ENABLED;IN USE;6600;0.43;0.013;34.0;28.1;IN USE;6601;0.67;0.005;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.82;0.005;37.5;37.2
338/13:42:59;60.4;11787.9;19521.9;FALSE;ENABLED;IN USE;6600;0.43;0.013;34.0;28.1;IN USE;6601;0.67;0.005;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.82;0.005;37.5;37.2
338/13:43:01;60.4;11790.8;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.013;34.0;28.1;IN USE;6601;0.67;0.005;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.82;0.005;37.5;37.2
338/13:43:03;60.4;11793.2;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;34.0;28.1;IN USE;6601;0.67;0.005;36.5;28.6;IN USE;6600;0.53;0.002;27.4;25.7;IN USE;6601;0.82;0.005;37.5;37.2
338/13:43:04;60.4;11794.1;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;34.0;28.1;IN USE;6601;0.67;0.006;36.5;28.6;IN USE;6600;0.53;0.002;27.4;25.7;IN USE;6601;0.82;0.005;37.5;37.2
338/13:43:05;60.4;11795.3;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;34.0;28.1;IN USE;6601;0.67;0.006;36.5;28.6;IN USE;6600;0.53;0.002;27.4;25.7;IN USE;6601;0.83;0.007;37.5;37.2
338/13:43:07;60.4;11798.3;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;34.0;28.1;IN USE;6601;0.67;0.006;36.5;28.6;IN USE;6600;0.53;0.002;27.4;25.7;IN USE;6601;0.83;0.007;37.5;37.2
338/13:43:08;60.4;11799.8;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;34.0;28.1;IN USE;6601;0.67;0.006;36.5;28.6;IN USE;6600;0.53;0.002;27.4;25.7;IN USE;6601;0.83;0.007;37.5;37.2
338/13:43:11;60.5;11803.9;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.012;34.0;28.1;IN USE;6601;0.67;0.006;36.5;28.6;IN USE;6600;0.53;0.002;27.4;25.7;IN USE;6601;0.83;0.007;37.5;37.2
338/13:43:12;60.5;11805.8;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.012;34.0;28.1;IN USE;6601;0.67;0.006;36.5;28.6;IN USE;6600;0.53;0.002;27.4;25.7;IN USE;6601;0.83;0.007;37.5;37.2
338/13:43:14;60.5;11808.5;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.012;34.0;28.0;IN USE;6601;0.67;0.005;36.5;28.6;IN USE;6600;0.53;0.002;27.4;25.7;IN USE;6601;0.83;0.007;37.5;37.2
338/13:43:16;60.5;11810.0;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.012;34.0;28.0;IN USE;6601;0.67;0.005;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.84;0.009;37.5;37.2
338/13:43:17;60.5;11811.2;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.012;34.0;28.0;IN USE;6601;0.67;0.005;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.84;0.009;37.5;37.2
338/13:43:20;60.5;11813.1;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;34.0;28.0;IN USE;6601;0.67;0.005;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.84;0.009;37.5;37.2
338/13:43:21;60.5;11813.8;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;34.0;28.0;IN USE;6601;0.67;0.005;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.84;0.009;37.5;37.2
338/13:43:22;60.5;11814.5;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.012;34.0;28.0;IN USE;6601;0.67;0.005;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.84;0.009;37.5;37.2
338/13:43:23;60.5;11814.8;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.0;IN USE;6601;0.67;0.005;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.84;0.009;37.5;37.2
338/13:43:24;60.5;11815.3;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.0;IN USE;6601;0.67;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.84;0.009;37.5;37.2
338/13:43:27;60.5;11817.9;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.1;IN USE;6600;0.67;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.85;0.009;37.5;37.2
338/13:43:34;60.5;11821.0;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.1;IN USE;6600;0.66;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.85;0.009;37.5;37.2
338/13:43:39;60.6;11822.1;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.1;IN USE;6601;0.66;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.84;0.011;37.5;37.2
338/13:43:46;60.6;11824.0;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.1;IN USE;6601;0.67;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.85;0.005;37.5;37.2
338/13:43:51;60.6;11825.9;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.1;IN USE;6601;0.67;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6600;0.85;0.005;37.5;37.2
338/13:43:56;60.6;11829.6;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.012;34.0;28.1;IN USE;6601;0.66;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6600;0.85;0.005;37.5;37.2
338/13:44:02;60.6;11835.4;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.012;34.0;28.1;IN USE;6601;0.66;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.85;0.005;37.5;37.2
338/13:44:07;60.7;11842.5;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.013;34.0;28.1;IN USE;6601;0.65;0.005;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.86;0.007;37.5;37.2
338/13:44:15;60.7;11850.4;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.013;34.0;28.1;IN USE;6601;0.67;0.006;36.5;28.6;IN USE;6600;0.53;0.002;27.4;25.7;IN USE;6601;0.86;0.005;37.5;37.2
338/13:44:23;60.7;11856.9;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.013;34.0;28.1;IN USE;6601;0.67;0.006;36.5;28.6;IN USE;6600;0.53;0.002;27.4;25.7;IN USE;6601;0.86;0.005;37.5;37.2
338/13:44:29;60.8;11862.0;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.1;IN USE;6601;0.67;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.86;0.008;37.5;37.2
338/13:44:38;60.8;11868.6;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.1;IN USE;6600;0.66;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.86;0.008;37.5;37.2
338/13:44:44;60.8;11871.2;19521.9;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.1;IN USE;6600;0.67;0.005;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.86;0.008;37.5;37.2
338/13:44:51;60.8;11873.6;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.1;IN USE;6601;0.67;0.005;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6600;0.87;0.006;37.5;37.2
338/13:44:57;60.8;11877.3;19523.4;FALSE;ENABLED;IN USE;6601;0.44;0.013;34.0;28.1;IN USE;6601;0.68;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6600;0.86;0.006;37.5;37.2
338/13:45:05;60.9;11882.7;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.1;IN USE;6601;0.67;0.003;36.5;28.6;IN USE;6601;0.53;0.003;27.4;25.7;IN USE;6601;0.86;0.006;37.5;37.2
338/13:45:10;60.9;11886.3;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.1;IN USE;6601;0.67;0.003;36.5;28.6;IN USE;6601;0.53;0.003;27.4;25.7;IN USE;6601;0.86;0.006;37.5;37.2
338/13:45:17;60.9;11889.1;19521.9;FALSE;ENABLED;IN USE;6601;0.44;0.013;34.0;28.1;IN USE;6601;0.67;0.005;36.5;28.6;IN USE;6600;0.53;0.002;27.4;25.7;IN USE;6601;0.87;0.008;37.5;37.2
338/13:45:24;60.9;11889.3;19521.9;FALSE;ENABLED;IN USE;6601;0.44;0.013;34.0;28.1;IN USE;6601;0.68;0.007;36.5;28.6;IN USE;6600;0.53;0.002;27.4;25.7;IN USE;6601;0.87;0.008;37.5;37.2
338/13:45:31;60.9;11892.2;19523.4;FALSE;ENABLED;IN USE;6600;0.44;0.013;34.0;28.1;IN USE;6601;0.68;0.007;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.87;0.010;37.4;37.2
338/13:45:38;60.9;11895.9;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.1;IN USE;6600;0.67;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.88;0.003;37.5;37.2
338/13:45:44;61.0;11900.0;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.1;IN USE;6600;0.66;0.006;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.88;0.003;37.5;37.2
338/13:45:51;61.0;11904.4;19523.4;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.1;IN USE;6601;0.66;0.006;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.87;0.009;37.5;37.2
338/13:45:57;61.0;11905.8;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.1;IN USE;6601;0.66;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.88;0.008;37.5;37.2
338/13:46:03;61.0;11907.4;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.0;IN USE;6601;0.66;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6600;0.88;0.008;37.5;37.2
338/13:46:10;61.0;11909.7;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.013;34.0;28.0;IN USE;6601;0.66;0.003;36.5;28.6;IN USE;6601;0.53;0.003;27.4;25.7;IN USE;6600;0.88;0.007;37.5;37.2
338/13:46:16;61.0;11912.6;19522.6;FALSE;ENABLED;IN USE;6601;0.44;0.013;34.0;28.1;IN USE;6601;0.66;0.003;36.5;28.6;IN USE;6601;0.52;0.002;27.4;25.8;IN USE;6601;0.89;0.006;37.5;37.2
338/13:46:22;61.0;11915.9;19522.6;FALSE;ENABLED;IN USE;6601;0.44;0.013;34.0;28.1;IN USE;6601;0.66;0.003;36.5;28.6;IN USE;6601;0.52;0.002;27.4;25.8;IN USE;6601;0.89;0.006;37.5;37.2
338/13:46:24;61.0;11916.8;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.013;34.0;28.1;IN USE;6601;0.66;0.003;36.5;28.6;IN USE;6600;0.52;0.002;27.3;25.7;IN USE;6601;0.89;0.006;37.5;37.2
338/13:46:25;61.0;11916.9;19521.9;FALSE;ENABLED;IN USE;6600;0.43;0.013;34.0;28.1;IN USE;6601;0.66;0.003;36.5;28.6;IN USE;6600;0.53;0.002;27.3;25.7;IN USE;6601;0.89;0.005;37.5;37.2
338/13:46:26;61.0;11916.9;19521.9;FALSE;ENABLED;IN USE;6600;0.43;0.013;34.0;28.1;IN USE;6601;0.66;0.003;36.5;28.6;IN USE;6600;0.53;0.002;27.3;25.7;IN USE;6601;0.89;0.005;37.5;37.2
338/13:46:27;61.0;11917.1;19521.9;FALSE;ENABLED;IN USE;6600;0.43;0.013;34.0;28.1;IN USE;6601;0.66;0.003;36.5;28.6;IN USE;6600;0.53;0.002;27.3;25.7;IN USE;6601;0.89;0.005;37.5;37.2
338/13:46:28;61.1;11918.5;19521.9;FALSE;ENABLED;IN USE;6600;0.43;0.013;34.0;28.1;IN USE;6601;0.66;0.003;36.5;28.6;IN USE;6600;0.53;0.002;27.3;25.7;IN USE;6601;0.89;0.005;37.5;37.2
338/13:46:29;61.1;11918.9;19521.9;FALSE;ENABLED;IN USE;6600;0.43;0.013;34.0;28.1;IN USE;6601;0.66;0.003;36.5;28.6;IN USE;6600;0.53;0.002;27.3;25.7;IN USE;6601;0.89;0.005;37.5;37.2
338/13:46:30;61.1;11919.9;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.013;34.0;28.1;IN USE;6601;0.66;0.003;36.5;28.6;IN USE;6600;0.53;0.002;27.3;25.7;IN USE;6601;0.89;0.005;37.5;37.2
338/13:46:32;61.1;11921.5;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.013;34.0;28.1;IN USE;6601;0.66;0.003;36.5;28.6;IN USE;6600;0.53;0.002;27.3;25.7;IN USE;6601;0.89;0.005;37.5;37.2
338/13:46:33;61.1;11921.8;19522.6;FALSE;ENABLED;IN USE;6600;0.43;0.014;34.0;28.1;IN USE;6601;0.66;0.003;36.5;28.6;IN USE;6600;0.53;0.002;27.3;25.7;IN USE;6601;0.89;0.005;37.5;37.2
338/13:46:35;61.1;11922.8;19522.6;FALSE;ENABLED;IN USE;6601;0.44;0.014;34.0;28.1;IN USE;6601;0.65;0.004;36.5;28.6;IN USE;6600;0.53;0.003;27.3;25.7;IN USE;6601;0.89;0.006;37.5;37.2
338/13:46:36;61.1;11923.9;19522.6;FALSE;ENABLED;IN USE;6601;0.44;0.014;34.0;28.1;IN USE;6601;0.65;0.004;36.5;28.6;IN USE;6600;0.53;0.003;27.4;25.7;IN USE;6601;0.89;0.006;37.5;37.2
338/13:46:37;61.1;11924.2;19522.6;FALSE;ENABLED;IN USE;6601;0.44;0.014;34.0;28.1;IN USE;6601;0.65;0.004;36.5;28.6;IN USE;6600;0.53;0.003;27.4;25.7;IN USE;6601;0.89;0.006;37.5;37.2
338/13:46:39;61.1;11925.2;19522.6;FALSE;ENABLED;IN USE;6601;0.44;0.014;34.0;28.1;IN USE;6601;0.65;0.004;36.5;28.6;IN USE;6600;0.53;0.003;27.4;25.7;IN USE;6601;0.89;0.006;37.5;37.2
338/13:46:41;61.1;11927.2;19523.4;FALSE;ENABLED;IN USE;6601;0.44;0.014;34.0;28.1;IN USE;6601;0.65;0.004;36.5;28.6;IN USE;6600;0.53;0.003;27.4;25.7;IN USE;6601;0.89;0.006;37.5;37.2
338/13:46:42;61.1;11927.9;19523.4;FALSE;ENABLED;IN USE;6601;0.44;0.014;34.0;28.1;IN USE;6601;0.65;0.004;36.5;28.6;IN USE;6600;0.53;0.003;27.4;25.7;IN USE;6601;0.89;0.006;37.5;37.2
338/13:46:43;61.1;11929.5;19523.4;FALSE;ENABLED;IN USE;6601;0.44;0.013;34.0;28.1;IN USE;6601;0.65;0.003;36.5;28.6;IN USE;6600;0.53;0.002;27.4;25.7;IN USE;6601;0.89;0.006;37.5;37.2
338/13:46:44;61.1;11929.9;19523.4;FALSE;ENABLED;IN USE;6601;0.44;0.013;34.0;28.1;IN USE;6601;0.65;0.003;36.5;28.6;IN USE;6600;0.53;0.002;27.4;25.7;IN USE;6601;0.89;0.008;37.5;37.2
338/13:46:46;61.1;11930.8;19523.4;FALSE;ENABLED;IN USE;6601;0.44;0.013;34.0;28.1;IN USE;6601;0.65;0.003;36.5;28.6;IN USE;6600;0.53;0.002;27.4;25.7;IN USE;6601;0.89;0.008;37.5;37.2
338/13:46:47;61.1;11931.5;19523.4;FALSE;ENABLED;IN USE;6601;0.44;0.013;34.0;28.1;IN USE;6601;0.65;0.003;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.89;0.008;37.5;37.2
338/13:46:48;61.1;11931.9;19522.6;FALSE;ENABLED;IN USE;6601;0.44;0.013;34.0;28.1;IN USE;6601;0.65;0.003;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.89;0.008;37.5;37.2
338/13:46:51;61.1;11933.1;19522.6;FALSE;ENABLED;IN USE;6601;0.44;0.013;34.0;28.1;IN USE;6601;0.65;0.003;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.89;0.008;37.5;37.2
338/13:46:52;61.1;11933.8;19522.6;FALSE;ENABLED;IN USE;6601;0.44;0.013;34.0;28.1;IN USE;6601;0.65;0.003;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.89;0.008;37.5;37.2
338/13:46:53;61.1;11934.8;19522.6;FALSE;ENABLED;IN USE;6601;0.44;0.013;34.0;28.1;IN USE;6601;0.66;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.89;0.008;37.5;37.2
338/13:46:54;61.1;11934.8;19522.6;FALSE;ENABLED;IN USE;6601;0.44;0.013;34.0;28.1;IN USE;6601;0.66;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.89;0.008;37.5;37.2
338/13:46:55;61.1;11934.9;19522.6;FALSE;ENABLED;IN USE;6601;0.44;0.013;34.0;28.1;IN USE;6601;0.66;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.89;0.008;37.5;37.2
338/13:46:57;61.1;11935.3;19522.6;FALSE;ENABLED;IN USE;6601;0.44;0.013;34.0;28.1;IN USE;6601;0.66;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.89;0.008;37.5;37.2
338/13:46:58;61.1;11935.5;19522.6;FALSE;ENABLED;IN USE;6601;0.44;0.013;34.0;28.1;IN USE;6601;0.66;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.7;IN USE;6601;0.89;0.008;37.5;37.2
338/13:46:59;61.1;11936.1;19522.6;FALSE;ENABLED;IN USE;6601;0.44;0.013;34.0;28.1;IN USE;6600;0.66;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.8;IN USE;6601;0.89;0.008;37.5;37.2
338/13:47:00;61.1;11936.4;19522.6;FALSE;ENABLED;IN USE;6601;0.44;0.013;34.0;28.1;IN USE;6600;0.66;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.8;IN USE;6601;0.89;0.008;37.5;37.2
338/13:47:01;61.1;11936.6;19522.6;FALSE;ENABLED;IN USE;6601;0.44;0.013;34.0;28.1;IN USE;6600;0.66;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.8;IN USE;6601;0.89;0.008;37.5;37.2
338/13:47:02;61.1;11936.9;19522.6;FALSE;ENABLED;IN USE;6601;0.44;0.013;34.0;28.1;IN USE;6600;0.66;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.8;IN USE;6601;0.89;0.008;37.5;37.2
338/13:47:04;61.1;11937.3;19523.4;FALSE;ENABLED;IN USE;6601;0.44;0.013;34.0;28.1;IN USE;6600;0.65;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.8;IN USE;6601;0.89;0.008;37.5;37.2
338/13:47:06;61.1;11938.2;19523.4;FALSE;ENABLED;IN USE;6601;0.44;0.013;34.0;28.1;IN USE;6600;0.65;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.8;IN USE;6601;0.88;0.010;37.5;37.2
338/13:47:07;61.1;11938.1;19523.4;FALSE;ENABLED;IN USE;6601;0.44;0.013;34.0;28.1;IN USE;6600;0.65;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.8;IN USE;6601;0.88;0.010;37.5;37.2
338/13:47:08;61.1;11938.0;19523.4;FALSE;ENABLED;IN USE;6601;0.44;0.013;34.0;28.1;IN USE;6600;0.65;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.8;IN USE;6601;0.88;0.010;37.5;37.2
338/13:47:09;61.2;11938.8;19523.4;FALSE;ENABLED;IN USE;6601;0.44;0.013;34.0;28.1;IN USE;6600;0.65;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.4;25.8;IN USE;6601;0.88;0.010;37.5;37.2
338/13:47:11;61.2;11938.4;19522.6;FALSE;ENABLED;IN USE;6601;0.44;0.013;34.0;28.1;IN USE;6601;0.65;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.3;25.8;IN USE;6600;0.88;0.010;37.5;37.2
338/13:47:12;61.2;11939.0;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.014;34.0;28.1;IN USE;6601;0.65;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.3;25.8;IN USE;6600;0.88;0.010;37.5;37.2
338/13:47:14;61.2;11940.7;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.014;34.0;28.1;IN USE;6601;0.65;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.3;25.8;IN USE;6600;0.88;0.005;37.5;37.2
338/13:47:16;61.2;11940.8;19522.6;FALSE;ENABLED;IN USE;6601;0.43;0.014;34.0;28.1;IN USE;6601;0.65;0.004;36.5;28.6;IN USE;6601;0.53;0.002;27.3;25.8;IN USE;6600;0.88;0.005;37.5;37.2
