335/18:25:36;	IN USE;	6601;	0.42;	0.012;	34.9;	29
335/18:25:37;	IN USE;	6601;	0.42;	0.012;	34.9;	29
335/18:25:38;	IN USE;	6601;	0.42;	0.012;	34.9;	29
335/18:25:39;	IN USE;	6601;	0.42;	0.012;	34.9;	29
335/18:25:40;	IN USE;	6601;	0.42;	0.012;	34.9;	29
335/18:25:41;	IN USE;	6601;	0.42;	0.012;	34.9;	29
335/18:25:42;	IN USE;	6601;	0.42;	0.012;	34.9;	29
335/18:25:43;	IN USE;	6601;	0.42;	0.012;	34.9;	29
335/18:25:44;	IN USE;	6601;	0.42;	0.012;	34.9;	29
335/18:25:45;	IN USE;	6601;	0.42;	0.012;	34.9;	29
335/18:25:46;	IN USE;	6601;	0.42;	0.012;	34.9;	29
335/18:25:47;	IN USE;	6601;	0.42;	0.012;	34.9;	29
335/18:25:48;	IN USE;	6601;	0.42;	0.012;	34.9;	29
335/18:25:49;	IN USE;	6601;	0.42;	0.012;	34.9;	29
335/18:25:50;	IN USE;	6601;	0.42;	0.012;	34.9;	29
335/18:25:51;	IN USE;	6601;	0.42;	0.012;	34.9;	29
335/18:25:52;	IN USE;	6601;	0.42;	0.012;	34.9;	29
335/18:25:53;	IN USE;	6601;	0.42;	0.012;	34.9;	29
335/18:25:54;	IN USE;	6601;	0.42;	0.012;	34.8;	29
335/18:25:55;	IN USE;	6601;	0.42;	0.012;	34.8;	29
335/18:25:56;	IN USE;	6601;	0.42;	0.012;	34.8;	29
335/18:25:57;	IN USE;	6601;	0.42;	0.012;	34.8;	29
335/18:25:58;	IN USE;	6601;	0.42;	0.012;	34.8;	29
335/18:25:59;	IN USE;	6601;	0.42;	0.012;	34.8;	29
335/18:26:00;	IN USE;	6601;	0.42;	0.012;	34.8;	29
335/18:26:01;	IN USE;	6601;	0.42;	0.012;	34.8;	29
335/18:26:02;	IN USE;	6601;	0.42;	0.012;	34.8;	29
335/18:26:03;	IN USE;	6601;	0.42;	0.012;	34.8;	29
335/18:26:04;	IN USE;	6601;	0.42;	0.012;	34.8;	29
335/18:26:05;	IN USE;	6601;	0.42;	0.012;	34.8;	29
335/18:26:06;	IN USE;	6600;	0.42;	0.012;	34.8;	29
335/18:26:07;	IN USE;	6600;	0.42;	0.012;	34.8;	29
335/18:26:08;	IN USE;	6600;	0.42;	0.012;	34.8;	29
335/18:26:09;	IN USE;	6600;	0.42;	0.012;	34.8;	29
335/18:26:10;	IN USE;	6600;	0.42;	0.012;	34.8;	29
335/18:26:11;	IN USE;	6600;	0.42;	0.012;	34.8;	29
335/18:26:12;	IN USE;	6600;	0.42;	0.012;	34.8;	29
335/18:26:13;	IN USE;	6600;	0.42;	0.012;	34.8;	29
335/18:26:14;	IN USE;	6600;	0.42;	0.012;	34.8;	29
335/18:26:15;	IN USE;	6600;	0.42;	0.012;	34.8;	29
335/18:26:16;	IN USE;	6600;	0.42;	0.012;	34.8;	29
335/18:26:17;	IN USE;	6600;	0.42;	0.012;	34.8;	29
335/18:26:18;	IN USE;	6600;	0.42;	0.012;	34.9;	29
335/18:26:20;	IN USE;	6600;	0.42;	0.012;	34.9;	29
335/18:26:21;	IN USE;	6600;	0.42;	0.012;	34.9;	29
335/18:26:22;	IN USE;	6600;	0.42;	0.012;	34.9;	29
335/18:26:23;	IN USE;	6600;	0.42;	0.012;	34.9;	29
335/18:26:24;	IN USE;	6600;	0.42;	0.012;	34.9;	29
335/18:26:25;	IN USE;	6600;	0.42;	0.012;	34.9;	29
335/18:26:26;	IN USE;	6600;	0.42;	0.012;	34.9;	29
335/18:26:27;	IN USE;	6600;	0.42;	0.012;	34.9;	29
335/18:26:28;	IN USE;	6600;	0.42;	0.012;	34.9;	29
